customer_id,first_name,last_name,age,country,purchase_date,purchase_price,sale_date,sale_price,profit,gender,birthdate,income,education_level,marital_status,children_count,home_ownership,credit_score,credit_card_debt,loan_amount,loan_interest_rate,loan_duration,customer_segment,purchase_frequency,website_visits,app_usage_duration,customer_satisfaction,Customer_name,,,,
259,Chico,Furmagier,78,Hong Kong,08-Sep-16,5342.18,02-Feb-10,7837,2494.82,Male,05-Jun-66,293547.14,Bachelor's Degree,Widowed,4,Own,563,3640.85,396487.92,19,24,Segment A,Weekly,154,24,3,Chico Furmagier,,,,
268,Abby,Cossem,57,Vietnam,27-Jul-12,7722.89,30-Nov-14,9925.09,2202.2,Male,10-Feb-74,143771.15,High School,Married,8,Own,351,17028.8,102710.17,16.75,15,Segment C,Monthly,192,10,5,Abby Cossem,,,,
269,Evered,Bachman,79,South Africa,27-Mar-12,2321.95,17-Jun-21,2973.61,651.66,Male,12-Oct-35,999836.19,High School,Single,4,Own,481,37146.73,183244.48,42.34,10,Segment A,Yearly,622,13,3,Evered Bachman,,,,
273,Rufe,Tackell,41,Greece,19-Jun-19,9010.45,15-Jun-11,2197.44,-6813.01,Male,15-Oct-71,968908.15,Bachelor's Degree,Widowed,4,Own,450,27246.55,793886.16,34.66,3,Segment B,Seldom,488,15,5,Rufe Tackell,,,,
279,Wells,Grinaugh,27,Russia,19-Aug-21,6083.02,05-Apr-17,303.62,-5779.4,Male,30-Jul-91,56921.25,High School,Married,0,Own,482,72732.95,84448.91,15.22,14,Segment C,Often,107,18,4,Wells Grinaugh,,,,
319,Broddie,Lightbody,83,Nigeria,15-Jul-22,752.31,22-Sep-17,5321.76,4569.45,Male,07-Jan-62,241721.26,High School,Widowed,6,Own,370,16601.43,130826.9,32.39,19,Segment A,Weekly,914,18,3,Broddie Lightbody,,,,
327,Vernor,Ginn,79,Philippines,17-Jan-15,1217.79,15-May-14,6308.94,5091.15,Male,05-Jul-35,635925.38,Bachelor's Degree,Married,2,Own,684,67434.67,300796.43,10.92,8,Segment B,Yearly,290,2,3,Vernor Ginn,,,,
328,Garry,Northedge,56,Namibia,19-Jun-19,4164.16,19-Apr-16,8220.28,4056.12,Male,03-Aug-90,5706.78,PhD,Divorced,2,Own,816,68887.65,638216,25.7,12,Segment A,Monthly,658,9,2,Garry Northedge,,,,
336,Vincent,Davson,35,Sri Lanka,24-Jun-13,5747.26,25-Jan-15,977.68,-4769.58,Male,15-Nov-47,663895.08,PhD,Single,8,Own,435,57295.48,102372.7,26.5,13,Segment C,Never,757,16,4,Vincent Davson,,,,
337,Renaud,Rummer,32,Peru,21-Apr-17,829.41,29-Apr-12,8907.52,8078.11,Male,29-Nov-87,513645.86,Bachelor's Degree,Widowed,7,Own,674,74080.71,266601.03,22.34,1,Segment B,Never,624,10,5,Renaud Rummer,,,,
355,Gaelan,Badgers,46,Indonesia,18-May-20,2640.84,05-Mar-12,360.76,-2280.08,Male,18-Mar-04,233762.03,Master's Degree,Widowed,4,Own,313,81588.39,970001.85,15.89,7,Segment B,Monthly,699,3,4,Gaelan Badgers,,,,
356,Barnabas,Maffi,81,Portugal,19-Nov-10,592.2,01-Nov-22,9473.6,8881.4,Male,03-Jan-60,978820.19,Bachelor's Degree,Divorced,1,Own,835,53825.99,383312.09,44.38,12,Segment C,Weekly,155,24,4,Barnabas Maffi,,,,
357,Lockwood,Bilofsky,36,Malawi,15-Apr-19,6572.44,11-Jul-14,9565.35,2992.91,Male,05-Jan-61,241572.97,Bachelor's Degree,Single,10,Own,500,79083.1,324853.05,5.35,13,Segment A,Often,96,17,5,Lockwood Bilofsky,,,,
375,Avigdor,Mindenhall,66,Indonesia,03-Sep-22,9076.11,30-Aug-20,1477.67,-7598.44,Male,13-Jul-43,189721.29,Bachelor's Degree,Divorced,4,Own,823,86751.43,674835.12,4.43,26,Segment B,Monthly,2,0,5,Avigdor Mindenhall,,,,
383,Alleyn,Tabourel,61,Indonesia,18-Nov-10,6471.09,30-May-16,6350.96,-120.13,Male,15-Oct-53,890416.48,High School,Married,10,Own,427,12318.13,545730.63,36.03,29,Segment C,Weekly,197,18,3,Alleyn Tabourel,,,,
388,Darnell,Fookes,38,South Korea,16-Dec-16,9486.51,19-Feb-10,5666.71,-3819.8,Male,19-May-35,782033.35,High School,Divorced,0,Own,648,7623.94,354095.72,3.04,12,Segment B,Yearly,848,4,1,Darnell Fookes,,,,
399,Filippo,Merveille,24,Indonesia,01-Jun-15,9481.53,03-Nov-21,9997.7,516.17,Male,03-Oct-32,938488.35,High School,Divorced,8,Own,541,81236.54,292735.63,47.03,11,Segment A,Weekly,924,11,5,Filippo Merveille,,,,
418,Brant,Golby,63,Indonesia,23-Jun-14,4641.49,11-Sep-17,9795.06,5153.57,Male,09-Sep-55,125121.08,High School,Single,6,Own,801,27584.86,604281.48,37.03,7,Segment B,Seldom,176,3,5,Brant Golby,,,,
421,Clayson,Rosenblath,41,Brazil,18-May-14,9906.14,08-Jan-19,4546.87,-5359.27,Male,20-Jan-74,914610.19,Bachelor's Degree,Widowed,8,Own,590,3228.92,490071.45,34.53,23,Segment A,Weekly,566,1,5,Clayson Rosenblath,,,,
434,Emmett,McMenemy,72,Argentina,13-Dec-16,9996.01,08-Oct-17,1149.75,-8846.26,Male,19-Dec-93,793772.39,Bachelor's Degree,Divorced,2,Own,679,88134.5,303622.27,40.44,1,Segment B,Seldom,226,11,2,Emmett McMenemy,,,,
447,Eddie,Rounsefell,66,Philippines,10-Mar-15,8773.9,06-Nov-16,4794.18,-3979.72,Male,31-Dec-92,673156.62,High School,Widowed,1,Own,510,17674.05,776472.29,19.63,28,Segment C,Once,723,8,3,Eddie Rounsefell,,,,
452,Lammond,Gethin,76,Indonesia,26-Aug-20,2851.86,08-May-13,1044.38,-1807.48,Male,12-Jan-93,973073.61,Bachelor's Degree,Single,7,Own,349,94359.24,293837.48,28.33,27,Segment B,Monthly,605,23,4,Lammond Gethin,,,,
455,Erl,Turnpenny,36,Portugal,29-Aug-18,5775.06,16-Jul-10,7005.72,1230.66,Male,07-Aug-92,719596.66,Bachelor's Degree,Widowed,3,Own,434,28639.69,930662.78,28.08,8,Segment B,Never,105,10,2,Erl Turnpenny,,,,
456,Inger,Horney,60,Nigeria,02-Feb-21,9650.86,27-Feb-10,774.88,-8875.98,Male,18-May-45,169283.29,PhD,Divorced,6,Own,353,2162.77,308415.99,41.12,27,Segment C,Never,424,5,3,Inger Horney,,,,
458,Jeff,Grioli,85,Austria,14-Jan-20,1445.27,23-Sep-14,5456.77,4011.5,Male,23-Nov-68,766949.27,PhD,Single,4,Own,642,28420.57,125909.16,43.5,14,Segment A,Once,114,19,3,Jeff Grioli,,,,
459,Leonid,McFall,53,Sweden,18-Aug-22,5903.83,16-Apr-22,9322.13,3418.3,Male,07-Sep-51,465383.12,Master's Degree,Divorced,5,Own,419,18630.86,219635.53,28.46,30,Segment A,Often,317,3,2,Leonid McFall,,,,
477,Morgun,Saing,30,Finland,31-Aug-19,6036.89,03-Aug-21,8697.38,2660.49,Male,15-Aug-91,628460.83,PhD,Single,1,Own,849,29927.35,71388.58,35.71,11,Segment B,Once,104,14,5,Morgun Saing,,,,
481,Buddy,Pettingall,80,Ecuador,08-Jan-20,354.04,20-May-17,1515.1,1161.06,Male,19-Jul-05,799075.97,High School,Single,10,Own,738,62480.42,737037.52,18.56,29,Segment A,Yearly,339,9,5,Buddy Pettingall,,,,
483,Rochester,Rase,49,Morocco,05-Jul-15,2609.28,06-Jul-15,6500.27,3890.99,Male,08-Mar-69,905687.35,Master's Degree,Divorced,6,Own,785,34895.85,147059.47,30.5,18,Segment B,Often,649,22,1,Rochester Rase,,,,
489,Sollie,Doding,29,Guatemala,07-Sep-19,5005.2,11-Oct-14,5116.96,111.76,Male,17-Oct-84,734836.73,Bachelor's Degree,Married,1,Own,788,68017.02,514861.21,46.5,14,Segment B,Never,458,10,5,Sollie Doding,,,,
490,Tiler,Ubsdell,33,Indonesia,07-Mar-15,5120.7,03-Aug-20,6811.19,1690.49,Male,11-Aug-68,56990.13,Master's Degree,Single,1,Own,501,94546.56,566592.28,8.55,14,Segment A,Never,742,19,5,Tiler Ubsdell,,,,
502,Roderich,Giacomuzzi,71,Chile,26-Oct-19,1169.62,17-Jul-22,7076.63,5907.01,Male,18-Mar-48,491287.74,Bachelor's Degree,Married,10,Own,400,67034.69,262865.63,43.14,24,Segment C,Yearly,259,1,2,Roderich Giacomuzzi,,,,
505,Travers,Everill,23,Sweden,23-Feb-18,5716.87,20-Mar-19,658.82,-5058.05,Male,16-Oct-51,357774.27,Master's Degree,Divorced,3,Own,831,69307.38,833696.05,28.07,15,Segment B,Yearly,690,19,3,Travers Everill,,,,
517,Tadeas,Aloway,28,Ukraine,28-Feb-13,1017.49,28-Sep-16,9259.3,8241.81,Male,05-Sep-83,154757.91,PhD,Single,9,Own,413,42220.97,605299.13,2.42,23,Segment B,Yearly,513,1,5,Tadeas Aloway,,,,
533,Gris,Wisby,33,Ukraine,13-Jun-10,1531.85,26-Dec-10,9344.01,7812.16,Male,07-Sep-53,253788.28,Bachelor's Degree,Single,8,Own,320,8928.48,214311.01,44.05,6,Segment C,Monthly,760,8,1,Gris Wisby,,,,
542,Edlin,McCoughan,30,United States,05-Mar-10,7648.56,25-Sep-22,6181.25,-1467.31,Male,14-May-90,700679.23,Master's Degree,Married,2,Own,481,96613.91,407820.75,45.42,4,Segment B,Yearly,359,3,4,Edlin McCoughan,,,,
553,Frederick,Shelmerdine,43,Serbia,15-Jul-10,5705.1,24-Sep-13,3339.22,-2365.88,Male,24-Jul-89,266692.53,High School,Widowed,1,Own,777,38454.23,768938.71,48.49,17,Segment A,Weekly,391,10,5,Frederick Shelmerdine,,,,
554,Rowland,Kleinert,70,Finland,20-Mar-17,4592.24,02-Apr-22,1790.94,-2801.3,Male,23-Dec-39,626684.32,Master's Degree,Widowed,2,Own,778,50688.05,53697.7,44.48,22,Segment C,Daily,258,21,1,Rowland Kleinert,,,,
565,Winthrop,Summersby,63,Thailand,15-Sep-21,229.33,05-Feb-21,6326.85,6097.52,Male,20-Apr-39,728008.11,Bachelor's Degree,Married,5,Own,597,70069.38,855636.31,4.38,12,Segment A,Monthly,384,5,2,Winthrop Summersby,,,,
577,Herrick,Hairsine,40,Japan,19-Dec-21,1959.84,14-Apr-11,71.19,-1888.65,Male,08-Sep-40,369864.57,PhD,Single,4,Own,493,88064.05,604022.63,25.21,29,Segment A,Weekly,400,2,2,Herrick Hairsine,,,,
579,Nappy,Mussared,30,Mexico,08-Oct-14,6734.74,04-Dec-22,1859.28,-4875.46,Male,18-Jan-91,572793.95,Master's Degree,Divorced,9,Own,354,61271.8,822962.32,0.81,27,Segment C,Yearly,770,21,5,Nappy Mussared,,,,
582,Jacobo,Lamerton,25,Tajikistan,23-Jul-20,2221.85,17-Mar-11,7487.57,5265.72,Male,15-Sep-70,183120.46,High School,Married,6,Own,559,51352.6,745324.92,47.26,4,Segment C,Never,836,18,3,Jacobo Lamerton,,,,
589,Weston,Goodbairn,85,Vietnam,06-Sep-11,7591.3,03-Aug-11,6354.19,-1237.11,Male,12-Oct-57,642811.17,Bachelor's Degree,Single,5,Own,337,73774.99,877236.73,42.35,7,Segment B,Often,145,17,1,Weston Goodbairn,,,,
595,Logan,Casero,66,Mexico,20-May-13,9983.22,17-Nov-15,3883.08,-6100.14,Male,09-Jan-70,491164.47,PhD,Divorced,1,Own,812,72878.39,677415.56,19.38,27,Segment B,Never,832,20,4,Logan Casero,,,,
607,Avictor,Boycott,77,Czech Republic,30-Aug-12,529.37,13-Jul-10,8406.35,7876.98,Male,04-Nov-47,789691.93,PhD,Single,2,Own,705,50607.24,545797.53,4.42,16,Segment B,Yearly,620,0,1,Avictor Boycott,,,,
610,Eugen,Filipponi,31,Cuba,19-Apr-15,1948.52,14-Apr-14,8501.54,6553.02,Male,05-May-79,315006,High School,Divorced,2,Own,782,91992.27,727220.91,8.07,21,Segment B,Once,677,17,5,Eugen Filipponi,,,,
612,Brandyn,Poytress,33,Czech Republic,05-May-17,1236.09,19-Nov-14,9834.17,8598.08,Male,31-Oct-30,361513.54,Bachelor's Degree,Single,6,Own,417,68153.57,448621.62,17.38,16,Segment B,Never,956,6,5,Brandyn Poytress,,,,
616,Darwin,Savins,65,South Korea,03-Sep-19,7929.8,10-May-17,2317.12,-5612.68,Male,08-Aug-99,829447.37,Master's Degree,Single,10,Own,447,7141.17,711710.37,29.42,30,Segment C,Once,702,21,3,Darwin Savins,,,,
618,Yank,Plak,85,Slovenia,20-Jul-20,3936.29,15-Nov-19,2947.92,-988.37,Male,15-Jun-85,340820.04,Master's Degree,Divorced,4,Own,809,81715.03,983995.12,4.17,24,Segment A,Once,0,9,1,Yank Plak,,,,
656,Bondie,Falkinder,85,Poland,13-Aug-21,1735.12,02-Jun-18,6786.82,5051.7,Male,13-Jun-02,920216.19,Bachelor's Degree,Divorced,9,Own,834,59459.63,791543.29,31.65,21,Segment B,Often,676,7,4,Bondie Falkinder,,,,
691,Hubert,Leguay,32,North Korea,09-Mar-15,7082.15,20-Aug-10,5675.61,-1406.54,Male,28-Nov-67,477429.43,PhD,Divorced,2,Own,816,48525.09,199969.94,34.82,15,Segment C,Seldom,765,15,4,Hubert Leguay,,,,
699,Giorgio,Culley,78,Peru,25-Feb-13,3621.89,17-May-11,1340.94,-2280.95,Male,01-Apr-35,120707.65,PhD,Divorced,1,Own,361,2690.95,398477.57,36.1,9,Segment B,Yearly,517,17,1,Giorgio Culley,,,,
703,Randell,Crane,68,Indonesia,27-Oct-11,5278.42,10-Jul-14,398.28,-4880.14,Male,02-Apr-57,579935.39,Bachelor's Degree,Divorced,7,Own,367,42332.9,657953.57,10.52,9,Segment B,Seldom,474,21,5,Randell Crane,,,,
709,Ralph,Cormode,81,Brazil,08-Jan-11,6057.88,20-Aug-13,7817.96,1760.08,Male,13-Aug-70,988212.98,High School,Single,8,Own,406,4161.33,815971.52,29.42,26,Segment C,Weekly,730,20,1,Ralph Cormode,,,,
714,Barnaby,Dourin,79,Mexico,20-Feb-20,5645.81,04-Sep-13,5836.14,190.33,Male,05-Feb-60,626153.56,Bachelor's Degree,Married,3,Own,438,88581.29,814007.11,44.04,28,Segment C,Monthly,632,13,4,Barnaby Dourin,,,,
715,Ike,Catenot,41,Argentina,03-Jun-20,3430.14,08-Jan-11,6413.72,2983.58,Male,11-Nov-89,104180.8,Bachelor's Degree,Married,2,Own,574,91983.89,638840.72,41.85,15,Segment B,Never,884,17,3,Ike Catenot,,,,
717,Abbie,Shawcross,79,Poland,14-Dec-18,7726.07,28-May-10,8436.87,710.8,Male,06-Aug-73,296916.44,Master's Degree,Single,4,Own,631,85718.59,869027.05,32.25,7,Segment A,Never,244,10,2,Abbie Shawcross,,,,
723,Kendall,Leadbeater,73,Indonesia,06-Jan-15,814.74,27-Oct-22,8079.48,7264.74,Male,10-Nov-30,336385.51,Bachelor's Degree,Married,2,Own,720,10612.91,834594.17,37.05,23,Segment B,Never,32,1,3,Kendall Leadbeater,,,,
727,Lorant,Stanex,43,Russia,05-Sep-20,9761.06,01-Jul-12,3305.44,-6455.62,Male,20-Jun-03,901043.12,High School,Divorced,0,Own,430,80606.67,783062.51,20.3,29,Segment C,Once,703,6,3,Lorant Stanex,,,,
729,Archer,Aphale,84,Lithuania,13-May-22,2764.09,12-Jun-13,4251.91,1487.82,Male,29-Mar-84,498867.72,Master's Degree,Widowed,9,Own,532,37433.33,604268.3,6.96,21,Segment C,Yearly,721,17,4,Archer Aphale,,,,
730,Robby,Billo,58,Philippines,19-Jun-21,5008.29,16-Jan-21,9769.64,4761.35,Male,09-Feb-52,119923.02,PhD,Divorced,3,Own,505,94153.43,504800.38,4.63,17,Segment B,Weekly,848,8,3,Robby Billo,,,,
732,Timothy,Trafford,60,Ukraine,08-Feb-12,1629.88,03-Jan-16,7579.58,5949.7,Male,26-Dec-91,546604.11,PhD,Married,8,Own,841,47805.16,371532.77,45.78,20,Segment A,Seldom,993,24,4,Timothy Trafford,,,,
734,Townie,Kelling,23,Poland,21-Jun-15,2330.18,03-Sep-21,9945.47,7615.29,Male,14-Jul-56,471591.93,PhD,Married,3,Own,664,36761.1,281446.75,11.24,14,Segment A,Never,609,9,1,Townie Kelling,,,,
736,Barde,Berger,59,Portugal,04-Dec-18,8566.67,15-Jun-15,6694.22,-1872.45,Male,08-Jan-74,872492.5,Bachelor's Degree,Married,1,Own,377,13889.07,617599.29,16.01,25,Segment A,Yearly,39,5,3,Barde Berger,,,,
739,Nobe,MacIlraith,52,Estonia,21-Aug-16,2248.62,14-Jun-21,7105.13,4856.51,Male,15-Jun-57,893307.29,Master's Degree,Single,7,Own,659,60489.85,214733.54,45.84,16,Segment B,Seldom,808,4,4,Nobe MacIlraith,,,,
744,Hersch,Belliveau,55,Indonesia,03-May-21,6427.44,24-Oct-21,4055.3,-2372.14,Male,25-Aug-04,430556.53,Bachelor's Degree,Married,10,Own,767,44572.46,970039.16,22.47,22,Segment B,Yearly,180,8,2,Hersch Belliveau,,,,
746,Alberto,Norwood,54,Indonesia,16-Nov-20,9141.8,16-Feb-22,4798.41,-4343.39,Male,15-Nov-40,907339.01,Master's Degree,Single,10,Own,726,88693.77,455631.62,27.03,20,Segment C,Monthly,561,13,4,Alberto Norwood,,,,
758,Frederick,MacCathay,78,Honduras,30-Apr-14,4228.77,06-Jul-12,9073.88,4845.11,Male,13-Oct-87,283588.78,Master's Degree,Married,8,Own,355,26903.44,607011.19,42.55,11,Segment B,Once,151,14,3,Frederick MacCathay,,,,
763,Tripp,Feige,21,Bolivia,17-Jun-21,4932.48,09-Apr-13,9032.56,4100.08,Male,28-Dec-66,549276.49,Master's Degree,Widowed,7,Own,682,27478.99,258220.82,49.34,3,Segment B,Once,931,7,5,Tripp Feige,,,,
786,Antonino,Hallitt,63,Mexico,12-Mar-14,1569.34,02-Mar-17,8504.93,6935.59,Male,07-Jun-51,976329.04,Master's Degree,Widowed,4,Own,559,41034.49,374547.98,46.68,18,Segment B,Daily,810,24,2,Antonino Hallitt,,,,
789,Cobby,Forri,83,Sweden,04-Apr-10,4539.51,26-Feb-10,9124.06,4584.55,Male,21-Oct-53,290756.58,PhD,Married,1,Own,443,48534.53,248548.1,24.25,9,Segment C,Daily,764,24,2,Cobby Forri,,,,
809,Keary,Coe,77,Israel,19-Nov-21,4030.55,05-May-13,685.86,-3344.69,Male,21-Oct-90,215302.77,PhD,Married,9,Own,616,93218.91,107913.12,31.01,8,Segment C,Often,342,1,3,Keary Coe,,,,
829,Lew,McCrory,22,Portugal,16-Jul-10,1440.92,14-Jul-17,6555.38,5114.46,Male,14-Sep-99,512248.82,High School,Single,1,Own,684,91064.74,683607.63,26.37,8,Segment A,Monthly,226,3,3,Lew McCrory,,,,
831,Emmerich,Blenkinsop,83,Madagascar,19-Feb-11,5037.7,26-Aug-13,8445.88,3408.18,Male,03-May-89,850265.63,Master's Degree,Married,3,Own,717,75418.85,156681.29,3.74,29,Segment B,Monthly,558,21,1,Emmerich Blenkinsop,,,,
835,Keelby,Gaveltone,62,Portugal,02-Nov-13,6490.72,30-Nov-20,9837.49,3346.77,Male,15-Sep-03,413884.25,Bachelor's Degree,Widowed,1,Own,384,71777.22,114264.45,27.77,10,Segment B,Yearly,224,17,4,Keelby Gaveltone,,,,
840,Dirk,Regenhardt,39,Indonesia,24-Aug-22,5026.46,09-Mar-11,7786.35,2759.89,Male,03-Dec-38,314838.52,PhD,Married,6,Own,482,15912.29,623028.58,6.65,9,Segment B,Daily,215,16,5,Dirk Regenhardt,,,,
842,Davon,Hellier,37,Mexico,13-Nov-14,8842.12,02-Jan-18,8376.17,-465.95,Male,07-Jul-56,705603.88,PhD,Married,7,Own,498,63528.64,557479.03,26.7,16,Segment B,Daily,903,11,4,Davon Hellier,,,,
855,Francois,Clemmow,80,Czech Republic,09-Jul-11,2399.68,15-Apr-10,7331.8,4932.12,Male,24-Oct-95,9802.55,Bachelor's Degree,Widowed,5,Own,541,46433.12,809741.88,47.28,12,Segment B,Yearly,545,20,3,Francois Clemmow,,,,
858,Orran,Schankel,62,Indonesia,26-Mar-16,162.37,23-Sep-14,8086.52,7924.15,Male,25-Sep-45,392583.59,High School,Single,5,Own,548,29380.56,38389.96,12.2,10,Segment A,Seldom,192,18,3,Orran Schankel,,,,
873,Onofredo,Pendlenton,33,Philippines,17-Oct-12,1174.09,12-Oct-20,9874.41,8700.32,Male,06-Mar-75,554185.6,High School,Single,10,Own,675,56434.19,629119.58,44.35,5,Segment B,Monthly,815,22,3,Onofredo Pendlenton,,,,
875,Nicolais,Mockford,57,Argentina,02-Jul-13,9863.99,29-Sep-16,3095.84,-6768.15,Male,03-Jun-71,852826.08,Master's Degree,Widowed,3,Own,493,12168.51,398520.92,29.58,12,Segment A,Seldom,320,1,5,Nicolais Mockford,,,,
876,Wiatt,Panks,75,South Korea,06-Dec-21,5205.65,14-May-14,8251.56,3045.91,Male,14-Feb-34,284138.24,PhD,Widowed,8,Own,302,68950.25,37805.12,41.35,3,Segment A,Often,583,17,3,Wiatt Panks,,,,
879,Sigfrid,Licence,44,Ukraine,16-Nov-18,532.36,18-Apr-15,9020.1,8487.74,Male,05-Sep-42,334567.98,Master's Degree,Divorced,0,Own,520,46437.38,168157.16,11.56,19,Segment B,Never,554,12,3,Sigfrid Licence,,,,
885,Cortie,Turbard,78,Indonesia,05-May-19,3542.51,12-Apr-12,8757.63,5215.12,Male,09-Aug-54,401980.01,High School,Single,3,Own,775,60019.43,872120.2,7.94,9,Segment C,Once,154,19,2,Cortie Turbard,,,,
890,Byrom,Britian,19,Philippines,28-Apr-22,4354.1,27-Sep-16,3603.63,-750.47,Male,05-Nov-66,694885.27,High School,Divorced,4,Own,720,3578.5,275894.54,18.91,29,Segment A,Often,948,18,5,Byrom Britian,,,,
896,Ezra,Arndt,66,Russia,10-Aug-13,2869.01,23-Jan-16,5973.59,3104.58,Male,22-Oct-61,555929.27,High School,Single,9,Own,309,24697.43,587326.88,47.31,6,Segment B,Often,438,24,2,Ezra Arndt,,,,
913,Geno,Ends,46,Malaysia,15-Jul-22,8870.96,28-Sep-13,5166.89,-3704.07,Male,10-Sep-54,774721.01,Master's Degree,Married,10,Own,673,99593.84,111450.25,10.98,4,Segment C,Weekly,875,2,1,Geno Ends,,,,
915,Brandyn,Spriggin,79,Russia,01-Jul-12,4111.82,07-Dec-13,2640.67,-1471.15,Male,13-May-62,441965.17,High School,Single,1,Own,558,54842.2,174723.26,3.78,5,Segment C,Monthly,779,18,2,Brandyn Spriggin,,,,
932,Alard,Wearden,56,Argentina,05-Mar-21,196.62,04-Nov-22,9064.53,8867.91,Male,30-Jan-59,718169.33,PhD,Married,8,Own,672,19924.39,914379.77,18.31,19,Segment A,Once,791,2,5,Alard Wearden,,,,
942,Allan,Lucius,46,Indonesia,29-May-22,8056.71,11-Jan-10,4537.43,-3519.28,Male,03-Sep-68,629887.07,PhD,Widowed,8,Own,424,6299.96,93689.51,40.82,18,Segment C,Weekly,864,17,2,Allan Lucius,,,,
954,Brander,Dabnor,64,Poland,04-Oct-10,4867.92,21-Jul-17,8732.01,3864.09,Male,26-Sep-30,373630.92,Master's Degree,Divorced,1,Own,388,56535.23,481100.63,35.73,29,Segment C,Yearly,460,7,5,Brander Dabnor,,,,
957,Farlee,Selwood,47,Russia,23-Sep-17,5369.85,18-Jul-21,698.09,-4671.76,Male,14-Apr-31,352337.82,PhD,Married,3,Own,335,3573.24,522777.96,49.56,9,Segment C,Yearly,62,11,2,Farlee Selwood,,,,
976,Abram,Howkins,72,Armenia,17-Oct-13,9947.66,06-Jun-15,5961.56,-3986.1,Male,25-Sep-98,933203.72,Bachelor's Degree,Divorced,4,Own,753,24025.04,248241.17,48.1,26,Segment C,Seldom,477,3,2,Abram Howkins,,,,
3,Reid,Wolfendale,39,Mongolia,21-May-11,7234.96,12-Mar-18,6215.19,-1019.77,Male,19-Apr-74,845231.44,PhD,Single,6,Rent,767,87094.5,312586.36,25.52,21,Segment C,Daily,130,23,2,Reid Wolfendale,,,,
11,Cos,Pretley,73,Philippines,11-Sep-13,6549.29,24-Jul-11,4497.26,-2052.03,Male,21-Jul-00,819756.09,PhD,Divorced,9,Rent,770,39939.95,758678.53,40.55,26,Segment B,Once,474,21,2,Cos Pretley,,,,
14,Hillard,Vaughn,30,Norway,15-Sep-19,6222.27,02-Jul-10,9134.36,2912.09,Male,14-Apr-72,648548.47,High School,Single,1,Rent,554,98178.96,456952.72,20.53,18,Segment C,Daily,320,22,1,Hillard Vaughn,,,,
20,Heath,Shrieve,81,Mauritius,13-Jun-22,9281.72,11-Jul-10,4540.48,-4741.24,Male,23-Mar-54,6611.9,PhD,Divorced,9,Rent,350,60698.09,785751.2,34.99,16,Segment A,Never,488,18,4,Heath Shrieve,,,,
26,Ahmad,Osipenko,35,Venezuela,03-May-17,6947.6,22-Oct-20,8650.21,1702.61,Male,26-Jul-83,178262.82,Master's Degree,Widowed,4,Rent,843,61478.19,730901.89,3.76,11,Segment A,Seldom,771,24,4,Ahmad Osipenko,,,,
31,Ber,Hassell,73,Bulgaria,01-Jun-14,604.56,07-Aug-12,5301.08,4696.52,Male,15-Sep-78,293213.26,PhD,Widowed,6,Rent,667,5721.1,57495.33,42.94,17,Segment B,Monthly,925,21,3,Ber Hassell,,,,
44,Roi,Whall,85,Spain,04-Nov-21,3967.71,07-Sep-16,720.26,-3247.45,Male,26-Aug-93,884711.12,Master's Degree,Divorced,8,Rent,377,41643.03,908712.46,31.11,19,Segment C,Monthly,761,22,2,Roi Whall,,,,
47,Sinclair,Yegorovnin,75,Syria,14-Oct-16,4746.46,23-Sep-20,8952.53,4206.07,Male,11-Jan-56,991646.93,Master's Degree,Widowed,3,Rent,362,81495.74,780756.95,31.47,5,Segment B,Weekly,407,16,3,Sinclair Yegorovnin,,,,
52,Pate,Dracey,24,Indonesia,20-Jun-13,3945.39,30-Nov-15,2146.94,-1798.45,Male,08-Aug-84,631326.14,PhD,Divorced,3,Rent,644,45351.15,226856.73,28.17,8,Segment C,Yearly,883,14,2,Pate Dracey,,,,
53,Otto,Haysham,23,Finland,12-Sep-15,5845.4,07-Dec-10,1568.12,-4277.28,Male,03-May-30,987100.24,High School,Widowed,9,Rent,756,78674.47,845651.67,16.47,17,Segment B,Once,492,18,1,Otto Haysham,,,,
60,Monty,Petroulis,80,Ireland,10-Jan-12,1053.52,30-Sep-21,371.06,-682.46,Male,04-Jan-30,469189.41,High School,Widowed,2,Rent,347,78996.69,213475.03,13.32,5,Segment A,Monthly,556,6,3,Monty Petroulis,,,,
71,Conway,Pallister,53,Philippines,20-Aug-15,3611.08,09-May-16,9115.79,5504.71,Male,13-Dec-52,27779.17,PhD,Widowed,10,Rent,305,94791.2,236117.91,15.79,28,Segment A,Monthly,733,18,3,Conway Pallister,,,,
77,Putnem,Tatford,59,Indonesia,29-May-11,7166.65,16-Jan-13,8015.15,848.5,Male,13-Jul-51,692929.63,Master's Degree,Married,7,Rent,486,68044.41,354404.21,17.66,10,Segment A,Once,663,7,2,Putnem Tatford,,,,
85,Quill,Kinforth,20,Mexico,24-Jul-19,4376.91,24-Dec-20,772.96,-3603.95,Male,14-May-45,859254.2,High School,Widowed,10,Rent,848,59967.82,972085.87,5.83,11,Segment A,Seldom,728,22,1,Quill Kinforth,,,,
100,Roarke,Wrightham,25,Brazil,27-Jul-22,6685.04,25-Apr-12,3905.64,-2779.4,Male,14-Sep-98,507850.78,PhD,Single,8,Rent,355,50549.8,628035.53,6.52,24,Segment C,Daily,643,13,3,Roarke Wrightham,,,,
